Invoice ID,City,Customer_age,Gender,Product_line,Unit_price,Quantity,Tax 5%,Total,Date,Time,Payment,gross margin percentage,gross income,rating,Item_Visibility,monthly_income
130-98-8941,Naypyitaw,28,Male,hardisk,64.26,7,22.491,472.311,02-09-2019,10:00,Cash,4.761904762,22.491,5.7,0.026297031,82170
434-83-9547,Naypyitaw,27,Male,pendrive,38.47,8,15.388,323.148,1/23/2019,11:51,Cash,4.761904762,15.388,7.7,0.117808305,50053
851-28-6367,Yangon,26,Male,computers,15.5,10,7.75,162.75,3/23/2019,10:55,Ewallet,4.761904762,7.75,8,0.049270974,54111
824-88-3614,Naypyitaw,25,Male,health_gadget,34.31,8,13.724,288.204,1/25/2019,15:00,Ewallet,4.761904762,13.724,5.7,0.093540749,56249
586-25-0848,Yangon,27,Female,computers,12.34,7,4.319,90.699,03-04-2019,11:19,Credit card,4.761904762,4.319,6.7,0.087105823,22501
895-66-0685,Mandalay,34,Male,pendrive,18.08,3,2.712,56.952,03-05-2019,19:46,Ewallet,4.761904762,2.712,8,0,79503
305-14-0245,Mandalay,49,Female,home_appliances,94.49,8,37.796,793.716,03-03-2019,19:00,Ewallet,4.761904762,37.796,7.5,0.068068082,35101
732-04-5373,Mandalay,30,Male,home_appliances,46.47,4,9.294,195.174,02-08-2019,10:53,Cash,4.761904762,9.294,7,0.01761655,43836
400-60-7251,Yangon,33,Male,home_appliances,74.07,1,3.7035,77.7735,02-10-2019,12:50,Ewallet,4.761904762,3.7035,9.9,0.040898157,51075
593-65-1552,Naypyitaw,34,Female,home_appliances,69.81,4,13.962,293.202,1/28/2019,20:50,Credit card,4.761904762,13.962,5.9,0.079791176,78711
284-34-9626,Mandalay,61,Female,home_appliances,77.04,3,11.556,242.676,02-11-2019,10:39,Credit card,4.761904762,11.556,7.2,0.031049674,79913
437-58-8131,Mandalay,23,Female,hardisk,73.52,2,7.352,154.392,1/15/2019,13:41,Ewallet,4.761904762,7.352,4.6,0.019112323,46177
286-43-6208,Naypyitaw,24,Female,pendrive,87.8,9,39.51,829.71,3/16/2019,19:08,Cash,4.761904762,39.51,9.2,0.103272336,32760
641-43-2399,Mandalay,25,Male,home_appliances,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,4.761904762,5.11,5.7,0.054001526,75000
831-07-6050,Yangon,34,Male,electronics,32.71,5,8.1775,171.7275,3/19/2019,11:30,Credit card,4.761904762,8.1775,9.9,0.081073148,20900
556-86-3144,Naypyitaw,34,Female,hardisk,74.29,1,3.7145,78.0045,1/13/2019,19:30,Cash,4.761904762,3.7145,5,0.019774239,30560
848-24-9445,Naypyitaw,33,Male,health_gadget,43.7,2,4.37,91.77,3/26/2019,18:03,Cash,4.761904762,4.37,4.9,0.153038134,38500
856-22-8149,Yangon,29,Female,home_appliances,25.29,1,1.2645,26.5545,3/23/2019,10:13,Ewallet,4.761904762,1.2645,6.1,0.13720009,78976
699-01-4164,Naypyitaw,28,Male,health_gadget,41.5,4,8.3,174.3,03-12-2019,19:58,Credit card,4.761904762,8.3,8.2,0.02573698,80358
420-11-4919,Naypyitaw,27,Female,pendrive,71.39,5,17.8475,374.7975,2/17/2019,19:57,Credit card,4.761904762,17.8475,5.5,0.070354806,80150
606-80-4905,Naypyitaw,26,Female,computers,19.15,6,5.745,120.645,1/29/2019,10:01,Credit card,4.761904762,5.745,6.8,0.047028483,77141
542-41-0513,Mandalay,25,Female,electronics,57.49,4,11.498,241.458,3/15/2019,11:57,Cash,4.761904762,11.498,6.6,0.030857538,32000
426-39-2418,Naypyitaw,27,Male,electronics,61.41,7,21.4935,451.3635,1/14/2019,10:02,Cash,4.761904762,21.4935,9.8,0.045302246,79528
875-46-5808,Mandalay,54,Male,health_gadget,25.9,10,12.95,271.95,02-06-2019,14:51,Ewallet,4.761904762,12.95,8.7,0.073341257,64007
394-43-4238,Mandalay,49,Male,home_appliances,17.77,5,4.4425,93.2925,2/15/2019,12:42,Credit card,4.761904762,4.4425,5.4,0.00880049,79559
749-24-1565,Yangon,30,Female,health_gadget,23.03,9,10.3635,217.6335,01-03-2019,12:02,Ewallet,4.761904762,10.3635,7.9,0.039562497,163482
672-51-8681,Naypyitaw,33,Female,electronics,66.65,9,29.9925,629.8425,01-04-2019,18:19,Credit card,4.761904762,29.9925,9.7,0.038745948,82218
263-87-5680,Naypyitaw,34,Female,home_appliances,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,4.761904762,14.265,7.8,0.015193653,82486
573-58-9734,Mandalay,32,Female,hardisk,30.37,3,4.5555,95.6655,3/28/2019,13:41,Ewallet,4.761904762,4.5555,5.1,0.027075481,82499
817-69-8206,Mandalay,23,Female,electronics,99.73,9,44.8785,942.4485,03-02-2019,19:42,Credit card,4.761904762,44.8785,6.5,0.052068722,82368
888-02-0338,Yangon,24,Male,electronics,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,4.761904762,11.8035,5.9,0.114010306,33961
677-11-0152,Naypyitaw,25,Female,pendrive,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,4.761904762,41.967,8.8,0.111641021,48560
142-63-6033,Mandalay,67,Male,home_appliances,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,4.761904762,23.09,4.9,0.008771522,81439
656-16-1063,Mandalay,34,Male,computers,46.42,3,6.963,146.223,01-04-2019,13:24,Credit card,4.761904762,6.963,4.4,0.103304968,81846
891-58-8335,Mandalay,33,Female,computers,29.61,7,10.3635,217.6335,03-11-2019,15:53,Cash,4.761904762,10.3635,6.5,0.028919203,39898
802-43-8934,Yangon,29,Male,home_appliances,18.28,1,0.914,19.194,3/22/2019,15:05,Credit card,4.761904762,0.914,8.3,0.034136703,40981
560-30-5617,Mandalay,28,Female,computers,24.77,5,6.1925,130.0425,3/24/2019,18:27,Cash,4.761904762,6.1925,8.5,0.045393469,39598
319-74-2561,Yangon,27,Female,electronics,94.64,3,14.196,298.116,2/21/2019,16:55,Cash,4.761904762,14.196,5.5,0.047199898,40206
549-03-9315,Mandalay,26,Male,hardisk,94.87,8,37.948,796.908,02-12-2019,12:58,Ewallet,4.761904762,37.948,8.7,0.07319282,87236
790-29-1172,Mandalay,25,Female,pendrive,57.34,3,8.601,180.621,03-10-2019,18:59,Credit card,4.761904762,8.601,7.9,0.011287929,76602
239-36-3640,Mandalay,27,Male,electronics,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,4.761904762,13.605,6.1,0.036628533,82350
468-01-2051,Mandalay,34,Male,pendrive,62.08,7,21.728,456.288,03-06-2019,13:46,Ewallet,4.761904762,21.728,5.4,0.105057952,81400
389-25-3394,Naypyitaw,49,Male,electronics,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,4.761904762,2.9525,9.4,0,157078
279-62-1445,Naypyitaw,30,Female,hardisk,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,4.761904762,0.627,8.2,0.017741644,79933
213-72-6612,Yangon,33,Male,pendrive,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,4.761904762,4.325,6.2,0.039225553,80123
746-68-6593,Naypyitaw,34,Female,computers,87.16,2,8.716,183.036,01-11-2019,14:29,Credit card,4.761904762,8.716,9.7,0.141766029,79647
836-82-5858,Mandalay,54,Male,health_gadget,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,4.761904762,31.2165,4,0.080236064,79847
583-72-1480,Naypyitaw,23,Male,electronics,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,4.761904762,7.412,9.7,0.082332074,25000
466-61-5506,Mandalay,24,Female,electronics,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,4.761904762,27.21,5.3,0.136085739,54996
721-86-6247,Yangon,25,Female,home_appliances,63.42,8,25.368,532.728,03-11-2019,12:55,Ewallet,4.761904762,25.368,7.4,0.008885672,32957
289-65-5721,Mandalay,46,Female,hardisk,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,4.761904762,8.137,6.5,0,76652
545-46-3100,Mandalay,34,Female,electronics,10.59,3,1.5885,33.3585,03-12-2019,13:52,Credit card,4.761904762,1.5885,8.7,0.141355941,80000
418-02-5978,Mandalay,33,Female,health_gadget,84.09,9,37.8405,794.6505,02-11-2019,10:54,Cash,4.761904762,37.8405,8,0.121227447,77875
269-04-5750,Mandalay,29,Male,hardisk,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,4.761904762,14.764,6.7,0.005975976,54450
157-13-5295,Yangon,28,Male,health_gadget,51.94,10,25.97,545.37,03-09-2019,18:24,Ewallet,4.761904762,25.97,6.5,0.011425458,32675
645-78-8093,Yangon,27,Female,computers,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,4.761904762,9.314,4.1,0.043961689,43034
211-30-9270,Naypyitaw,26,Male,health_gadget,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,4.761904762,4.3525,4.9,0.01949589,82188
755-12-3214,Naypyitaw,25,Female,hardisk,44.22,5,11.055,232.155,03-05-2019,17:07,Credit card,4.761904762,11.055,8.6,0.029523375,38350
346-84-3103,Mandalay,27,Female,electronics,13.22,5,3.305,69.405,03-02-2019,19:26,Cash,4.761904762,3.305,4.3,0.062751586,77000
478-06-7835,Yangon,54,Male,hardisk,89.69,1,4.4845,94.1745,01-11-2019,11:20,Ewallet,4.761904762,4.4845,4.9,0,88000
540-11-4336,Yangon,49,Male,pendrive,24.94,9,11.223,235.683,01-11-2019,16:49,Credit card,4.761904762,11.223,5.6,0.059175953,161816
448-81-5016,Yangon,30,Male,health_gadget,59.77,2,5.977,125.517,03-11-2019,12:01,Credit card,4.761904762,5.977,5.8,0.009831566,157039
142-72-4741,Naypyitaw,33,Male,hardisk,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,4.761904762,9.32,6,0.216762584,163374
217-58-1179,Yangon,34,Male,home_appliances,62.65,4,12.53,263.13,01-05-2019,11:25,Cash,4.761904762,12.53,4.2,0.057254675,81258
376-02-8238,Mandalay,34,Male,home_appliances,93.87,8,37.548,788.508,02-02-2019,18:42,Credit card,4.761904762,37.548,8.3,0,80682
530-90-9855,Yangon,23,Male,home_appliances,47.59,8,19.036,399.756,01-01-2019,14:47,Cash,4.761904762,19.036,5.7,0.041598912,118987
866-05-7563,Mandalay,24,Female,electronics,81.4,3,12.21,256.41,02-09-2019,19:43,Cash,4.761904762,12.21,4.8,0.024206741,43320
604-70-6476,Yangon,25,Male,hardisk,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,4.761904762,4.485,6.8,0.063862271,82500
799-71-1548,Yangon,33,Male,electronics,77.72,4,15.544,326.424,01-07-2019,16:11,Credit card,4.761904762,15.544,8.8,0.073484791,78891
785-13-7708,Mandalay,34,Male,pendrive,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,4.761904762,25.571,4.2,0.125983278,82500
845-51-0542,Mandalay,33,Male,pendrive,46.55,9,20.9475,439.8975,02-02-2019,15:34,Ewallet,4.761904762,20.9475,6.4,0.058161092,48400
662-47-5456,Naypyitaw,29,Male,hardisk,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,4.761904762,17.595,8.4,0.1092139,34100
883-17-4236,Naypyitaw,33,Female,computers,14.39,2,1.439,30.219,03-02-2019,19:44,Credit card,4.761904762,1.439,7.2,0.138195491,32546
290-68-2984,Yangon,27,Male,home_appliances,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,4.761904762,4.75,5.2,0.007595816,39265
704-11-6354,Yangon,26,Male,home_appliances,58.9,8,23.56,494.76,01-06-2019,11:23,Cash,4.761904762,23.56,8.9,0.11956313,79036
110-48-7033,Mandalay,25,Male,hardisk,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,4.761904762,6.524,9,0.018020588,55000
366-93-0948,Yangon,27,Male,electronics,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,4.761904762,3.3175,9.7,0.067442541,77507
729-09-9681,Yangon,23,Male,home_appliances,25.91,6,7.773,163.233,02-05-2019,10:16,Ewallet,4.761904762,7.773,8.7,0.008239804,11000
151-16-1484,Yangon,49,Male,electronics,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,4.761904762,6.45,6.5,0.030127406,44000
380-94-4661,Naypyitaw,30,Male,electronics,65.94,4,13.188,276.948,02-07-2019,13:05,Credit card,4.761904762,13.188,6.9,0.016014343,78042
850-41-9669,Yangon,33,Female,electronics,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,4.761904762,33.777,6.2,0.041524729,41500
821-07-3596,Naypyitaw,34,Female,hardisk,16.45,4,3.29,69.09,03-07-2019,14:53,Ewallet,4.761904762,3.29,5.6,0.055926872,31833
655-85-5130,Mandalay,43,Female,hardisk,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,4.761904762,7.66,5.7,0.097597084,19451
447-15-7839,Yangon,23,Female,computers,22.24,10,11.12,233.52,02-09-2019,11:00,Cash,4.761904762,11.12,4.2,0.177107232,34967
154-74-7179,Mandalay,24,Male,computers,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,4.761904762,2.7225,7.9,0,47016
253-12-6086,Yangon,25,Female,computers,98.4,7,34.44,723.24,03-12-2019,12:43,Credit card,4.761904762,34.44,8.7,0.019506654,32402
808-65-0703,Naypyitaw,22,Male,home_appliances,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,4.761904762,7.094,6.9,0.022936556,78783
571-94-0759,Mandalay,34,Female,pendrive,74.6,10,37.3,783.3,01-08-2019,20:55,Cash,4.761904762,37.3,9.5,0.02610006,50480
144-51-6085,Yangon,33,Male,home_appliances,70.74,4,14.148,297.108,01-05-2019,16:05,Credit card,4.761904762,14.148,4.4,0.103974431,49441
731-14-2199,Yangon,29,Female,home_appliances,35.54,10,17.77,373.17,01-04-2019,13:34,Ewallet,4.761904762,17.77,7,0.086360962,49425
783-09-1637,Mandalay,28,Female,computers,67.43,5,16.8575,354.0075,03-06-2019,18:13,Ewallet,4.761904762,16.8575,6.3,0.011298801,49300
687-15-1097,Naypyitaw,27,Female,health_gadget,21.12,2,2.112,44.352,01-03-2019,19:17,Cash,4.761904762,2.112,9.7,0.055541153,20215
126-54-1082,Yangon,26,Female,home_appliances,21.54,9,9.693,203.553,01-07-2019,11:44,Credit card,4.761904762,9.693,8.8,0.088720803,29750
633-91-1052,Yangon,25,Female,home_appliances,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,4.761904762,1.203,5.1,0.024866609,27000
477-24-6490,Mandalay,27,Female,health_gadget,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,4.761904762,29.913,7.9,0.064129493,37800
566-19-5475,Mandalay,54,Male,hardisk,47.97,7,16.7895,352.5795,01-07-2019,20:52,Cash,4.761904762,16.7895,6.2,0.100213917,40311
526-86-8552,Naypyitaw,49,Female,home_appliances,21.82,10,10.91,229.11,01-07-2019,17:36,Cash,4.761904762,10.91,7.1,0.155621254,82489
376-56-3573,Naypyitaw,30,Female,hardisk,95.42,4,19.084,400.764,02-02-2019,13:23,Ewallet,4.761904762,19.084,6.4,0.161832494,77260
537-72-0426,Naypyitaw,33,Male,hardisk,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,4.761904762,35.495,5.7,0.170283492,42983
828-61-5674,Yangon,34,Male,computers,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,4.761904762,22.01,9.6,0.012313256,75497
136-08-6195,Yangon,22,Female,home_appliances,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,4.761904762,27.984,6.4,0,76000
523-38-0215,Naypyitaw,23,Male,home_appliances,37,1,1.85,38.85,03-06-2019,13:29,Credit card,4.761904762,1.85,7.9,0.005689466,75475
490-29-1201,Yangon,24,Female,computers,15.34,1,0.767,16.107,01-06-2019,11:09,Cash,4.761904762,0.767,6.5,0.052140695,27500
667-92-0055,Yangon,25,Male,health_gadget,99.83,6,29.949,628.929,03-04-2019,15:02,Ewallet,4.761904762,29.949,8.5,0.050579228,74735
565-17-3836,Yangon,22,Female,health_gadget,47.67,4,9.534,200.214,03-12-2019,14:21,Cash,4.761904762,9.534,9.1,0.04904165,78630
498-41-1961,Mandalay,34,Male,health_gadget,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,4.761904762,16.67,7.6,0.034806679,51050
593-95-4461,Naypyitaw,33,Male,home_appliances,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,4.761904762,3.743,6.9,0.095395258,51583
226-71-3580,Naypyitaw,29,Female,computers,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,4.761904762,10.6875,9.5,0.093530571,79100
283-79-9594,Mandalay,28,Female,pendrive,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,4.761904762,16.9785,5.2,0.061124626,82441
430-60-3493,Yangon,27,Female,home_appliances,94.88,7,33.208,697.368,02-03-2019,14:38,Cash,4.761904762,33.208,4.2,0,73088
139-20-0155,Mandalay,26,Male,electronics,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,4.761904762,20.15,7,0.121624114,24250
558-80-4082,Naypyitaw,25,Male,electronics,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,4.761904762,9.7475,6,0.081719458,37020
278-97-7759,Yangon,27,Female,electronics,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,4.761904762,3.124,4.7,0.01336643,82500
316-68-6352,Yangon,54,Female,pendrive,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,4.761904762,3.636,7.1,0.015035032,81086
585-03-5943,Mandalay,49,Male,health_gadget,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,4.761904762,9.055,5.9,0.059557164,80754
211-05-0490,Naypyitaw,30,Female,electronics,51.92,5,12.98,272.58,03-03-2019,13:42,Cash,4.761904762,12.98,7.5,0.077443049,75306
727-75-6477,Naypyitaw,33,Male,electronics,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,4.761904762,5.768,6.4,0.055470721,79910
744-02-5987,Yangon,34,Male,home_appliances,78.38,6,23.514,493.794,01-10-2019,14:16,Ewallet,4.761904762,23.514,5.8,0.019514867,8610
307-83-9164,Yangon,61,Male,home_appliances,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,4.761904762,12.002,4.5,0.08228859,77540
779-06-0012,Naypyitaw,23,Female,home_appliances,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,4.761904762,4.4305,7.7,0.036090136,38806
446-47-6729,Naypyitaw,24,Male,hardisk,99.82,2,9.982,209.622,01-02-2019,18:09,Credit card,4.761904762,9.982,6.7,0.098645981,38743
573-10-3877,Mandalay,25,Male,health_gadget,39.01,1,1.9505,40.9605,03-12-2019,16:46,Credit card,4.761904762,1.9505,4.7,0.03744271,81228
735-06-4124,Naypyitaw,22,Male,pendrive,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,4.761904762,2.4305,4.4,0.147933567,25000
439-54-7422,Yangon,34,Female,electronics,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,4.761904762,10.238,4.7,0.084937598,30000
396-90-2219,Mandalay,33,Female,electronics,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,4.761904762,5.984,8.6,0.020601136,85546
411-77-0180,Yangon,29,Male,electronics,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,4.761904762,25.27,4.3,0.158439388,75676
286-01-5402,Yangon,28,Female,computers,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,4.761904762,14.0805,9.6,0,82470
803-17-8013,Yangon,27,Female,home_appliances,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,4.761904762,35.516,4.1,0.135072801,79035
512-98-1403,Yangon,26,Female,electronics,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,4.761904762,3.972,4.7,0.035156307,41951
848-42-2560,Yangon,25,Female,hardisk,81.91,2,8.191,172.011,03-05-2019,17:43,Cash,4.761904762,8.191,7.8,0.014509564,93136
532-59-7201,Mandalay,27,Male,computers,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,4.761904762,23.979,5.5,0.100315391,78835
181-94-6432,Naypyitaw,22,Male,hardisk,69.33,2,6.933,145.593,02-05-2019,19:05,Ewallet,4.761904762,6.933,9.7,0.058420325,57200
870-76-1733,Yangon,49,Female,pendrive,14.23,5,3.5575,74.7075,02-01-2019,10:08,Credit card,4.761904762,3.5575,4.4,0.027096298,50000
423-64-4619,Yangon,30,Female,health_gadget,15.55,9,6.9975,146.9475,03-07-2019,13:12,Cash,4.761904762,6.9975,5,0.037912667,56264
227-07-4446,Naypyitaw,33,Female,electronics,78.13,10,39.065,820.365,02-10-2019,20:51,Cash,4.761904762,39.065,4.4,0.016110572,24333
174-36-3675,Naypyitaw,34,Male,pendrive,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,4.761904762,9.937,5.2,0.076158144,80241
428-83-5800,Naypyitaw,61,Female,pendrive,21.08,3,3.162,66.402,02-09-2019,10:25,Cash,4.761904762,3.162,7.3,0.104338095,75906
603-07-0961,Naypyitaw,23,Male,electronics,74.79,5,18.6975,392.6475,01-10-2019,11:34,Cash,4.761904762,18.6975,4.9,0.129998012,51144
704-20-4138,Naypyitaw,24,Female,health_gadget,29.67,7,10.3845,218.0745,03-11-2019,18:58,Credit card,4.761904762,10.3845,8.1,0,55000
787-15-1757,Naypyitaw,25,Male,health_gadget,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,4.761904762,8.814,8.4,0.024247803,43855
649-11-3678,Naypyitaw,25,Female,pendrive,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,4.761904762,10.3185,5.5,0.005483027,30002
622-20-1945,Naypyitaw,34,Female,health_gadget,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,4.761904762,1.971,8.4,0.064371885,78643
372-94-8041,Yangon,33,Male,health_gadget,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,4.761904762,4.578,9.8,0.082684949,54760
563-91-7120,Yangon,29,Female,hardisk,61.77,5,15.4425,324.2925,03-08-2019,13:21,Cash,4.761904762,15.4425,6.7,0.098984923,49500
746-54-5508,Yangon,28,Male,home_appliances,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,4.761904762,6.456,9.4,0.014016743,29577
276-54-0879,Mandalay,27,Male,computers,97.74,4,19.548,410.508,03-12-2019,19:53,Ewallet,4.761904762,19.548,6.4,0.060880827,33708
815-11-1168,Yangon,26,Male,pendrive,99.78,5,24.945,523.845,03-09-2019,19:09,Cash,4.761904762,24.945,5.4,0.068511767,20296
719-76-3868,Naypyitaw,25,Male,pendrive,94.26,4,18.852,395.892,03-12-2019,16:30,Cash,4.761904762,18.852,8.6,0,55062
730-61-8757,Mandalay,27,Male,health_gadget,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,4.761904762,10.226,4,0.04017515,61700
340-66-0321,Yangon,54,Male,electronics,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,4.761904762,7.272,7.6,0.120441348,63000
868-81-1752,Mandalay,49,Male,home_appliances,22.02,9,9.909,208.089,02-07-2019,18:48,Cash,4.761904762,9.909,6.8,0.045440803,32314
634-97-8956,Yangon,30,Male,pendrive,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,4.761904762,4.935,9.1,0.135906738,35968
566-71-1091,Yangon,33,Male,hardisk,77.02,5,19.255,404.355,02-03-2019,15:59,Cash,4.761904762,19.255,5.5,0.025973288,13626
442-48-3607,Yangon,34,Male,pendrive,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,4.761904762,2.348,7.9,0.23372937,33000
835-16-0096,Naypyitaw,25,Male,computers,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,4.761904762,3.675,8.5,0.091552173,43769
527-09-6272,Yangon,23,Female,electronics,28.45,5,7.1125,149.3625,3/21/2019,10:17,Credit card,4.761904762,7.1125,9.1,0.028883289,36192
898-04-2717,Yangon,24,Male,hardisk,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,4.761904762,34.38,7.5,0.03236252,50805
692-27-8933,Mandalay,25,Female,computers,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,4.761904762,17.385,5.2,0.139835844,50410
633-09-3463,Naypyitaw,25,Female,electronics,47.65,3,7.1475,150.0975,3/28/2019,12:58,Credit card,4.761904762,7.1475,9.5,0.049810328,50450
374-17-3652,Mandalay,34,Female,pendrive,42.82,9,19.269,404.649,02-05-2019,15:26,Credit card,4.761904762,19.269,8.9,0.068466049,18000
378-07-7001,Mandalay,33,Male,electronics,48.09,3,7.2135,151.4835,02-10-2019,18:23,Credit card,4.761904762,7.2135,7.8,0.073178424,32300
433-75-6987,Mandalay,29,Female,health_gadget,55.97,7,19.5895,411.3795,03-05-2019,19:06,Ewallet,4.761904762,19.5895,8.9,0.113535259,51075
873-95-4984,Mandalay,28,Female,health_gadget,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,4.761904762,26.915,7.7,0.026222599,50768
416-13-5917,Naypyitaw,27,Female,pendrive,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,4.761904762,24.2575,9.3,0,50500
150-89-8043,Yangon,26,Male,computers,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,4.761904762,6.6975,6.2,0.01361686,28000
135-84-8019,Yangon,25,Female,hardisk,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,4.761904762,35.0685,7.6,0.023770288,44500
441-94-7118,Yangon,27,Male,electronics,71.95,1,3.5975,75.5475,02-04-2019,12:14,Cash,4.761904762,3.5975,7.3,0.045720935,61194
725-96-3778,Naypyitaw,54,Female,home_appliances,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,4.761904762,35.7,4.7,0.097145513,31000
531-80-1784,Yangon,49,Male,electronics,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,4.761904762,9.107,5.1,0.099858247,30015
400-45-1220,Mandalay,30,Female,health_gadget,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,4.761904762,6.75,4.8,0.047339698,20835
860-79-0874,Naypyitaw,33,Female,hardisk,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,4.761904762,49.65,6.6,0.129596025,54347
834-61-8124,Yangon,34,Male,electronics,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,4.761904762,18.0915,5.5,0.033024663,50150
115-99-4379,Mandalay,25,Female,hardisk,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,4.761904762,19.1555,8.5,0.195963464,23051
565-67-6697,Mandalay,23,Male,home_appliances,27,9,12.15,255.15,03-02-2019,14:16,Cash,4.761904762,12.15,4.8,0.112875322,78950
320-49-6392,Naypyitaw,24,Female,electronics,30.24,1,1.512,31.752,03-04-2019,15:44,Cash,4.761904762,1.512,8.4,0.104930609,54880
889-04-9723,Mandalay,25,Female,pendrive,89.14,4,17.828,374.388,01-07-2019,12:20,Credit card,4.761904762,17.828,7.8,0.097275225,33887
632-90-0281,Naypyitaw,67,Female,hardisk,37.55,10,18.775,394.275,03-08-2019,20:01,Credit card,4.761904762,18.775,9.3,0.010623794,21213
554-42-2417,Naypyitaw,34,Female,computers,95.44,10,47.72,1002.12,01-09-2019,13:45,Cash,4.761904762,47.72,5.2,0.134248297,52663
453-63-6187,Mandalay,33,Male,electronics,27.5,3,4.125,86.625,03-01-2019,15:40,Ewallet,4.761904762,4.125,6.5,0.033139916,75011
578-80-7669,Mandalay,29,Male,computers,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,4.761904762,3.7485,5.6,0.044786137,80281
612-36-5536,Yangon,28,Male,pendrive,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,4.761904762,32.384,7.4,0.197679823,78660
605-72-4132,Naypyitaw,27,Female,pendrive,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,4.761904762,37.788,9.1,0.171042873,79552
